Date,High,Low,Open,Close,Volume,Adj Close,symbol
2016-01-04,26.342500686645508,25.5,25.65250015258789,26.337499618530273,270597600.0,24.251434326171875,AAPL
2016-01-05,26.462499618530273,25.602500915527344,26.4375,25.677499771118164,223164000.0,23.643712997436523,AAPL
2016-01-06,25.592500686645508,24.967500686645508,25.139999389648438,25.174999237060547,273829600.0,23.181013107299805,AAPL
2016-01-07,25.032499313354492,24.107500076293945,24.670000076293945,24.112499237060547,324377600.0,22.202672958374023,AAPL
2016-01-08,24.77750015258789,24.190000534057617,24.637500762939453,24.239999771118164,283192000.0,22.320070266723633,AAPL
2016-01-11,24.764999389648438,24.334999084472656,24.74250030517578,24.63249969482422,198957600.0,22.68147850036621,AAPL
2016-01-12,25.172500610351562,24.709999084472656,25.137500762939453,24.989999771118164,196616800.0,23.010663986206055,AAPL
2016-01-13,25.297500610351562,24.325000762939453,25.079999923706055,24.34749984741211,249758400.0,22.419055938720703,AAPL
2016-01-14,25.1200008392334,23.934999465942383,24.489999771118164,24.8799991607666,252680400.0,22.909378051757812,AAPL
2016-01-15,24.427499771118164,23.84000015258789,24.049999237060547,24.282499313354492,319335600.0,22.359201431274414,AAPL
2016-01-19,24.662500381469727,23.875,24.602500915527344,24.165000915527344,212350800.0,22.251014709472656,AAPL
2016-01-20,24.547500610351562,23.354999542236328,23.774999618530273,24.197500228881836,289337600.0,22.280933380126953,AAPL
2016-01-21,24.469999313354492,23.735000610351562,24.264999389648438,24.075000762939453,208646000.0,22.168140411376953,AAPL
2016-01-22,25.364999771118164,24.592500686645508,24.657499313354492,25.354999542236328,263202000.0,23.346752166748047,AAPL
2016-01-25,25.38249969482422,24.802499771118164,25.3799991607666,24.860000610351562,207178000.0,22.890962600708008,AAPL
2016-01-26,25.219999313354492,24.517499923706055,24.982500076293945,24.997499465942383,300308000.0,23.017574310302734,AAPL
2016-01-27,24.157499313354492,23.334999084472656,24.010000228881836,23.354999542236328,533478800.0,21.505163192749023,AAPL
2016-01-28,23.6299991607666,23.09749984741211,23.447500228881836,23.522499084472656,222715200.0,21.659399032592773,AAPL
2016-01-29,24.334999084472656,23.587499618530273,23.697500228881836,24.334999084472656,257666000.0,22.407541275024414,AAPL
2016-02-01,24.177499771118164,23.850000381469727,24.11750030517578,24.107500076293945,163774000.0,22.198070526123047,AAPL
2016-02-02,24.010000228881836,23.56999969482422,23.854999542236328,23.6200008392334,149428800.0,21.749176025390625,AAPL
2016-02-03,24.209999084472656,23.520000457763672,23.75,24.087499618530273,183857200.0,22.179641723632812,AAPL
2016-02-04,24.332500457763672,23.797500610351562,23.96500015258789,24.149999618530273,185886800.0,22.35786247253418,AAPL
2016-02-05,24.229999542236328,23.422500610351562,24.1299991607666,23.5049991607666,185672400.0,21.760726928710938,AAPL
2016-02-08,23.924999237060547,23.260000228881836,23.282499313354492,23.752500534057617,216085600.0,21.989858627319336,AAPL
2016-02-09,23.985000610351562,23.482500076293945,23.572500228881836,23.747499465942383,177324800.0,21.985227584838867,AAPL
2016-02-10,24.087499618530273,23.524999618530273,23.979999542236328,23.5674991607666,169374400.0,21.818593978881836,AAPL
2016-02-11,23.68000030517578,23.147499084472656,23.447500228881836,23.424999237060547,200298800.0,21.686660766601562,AAPL
2016-02-12,23.625,23.252500534057617,23.547500610351562,23.497499465942383,161405600.0,21.7537784576416,AAPL
2016-02-16,24.212499618530273,23.65250015258789,23.7549991607666,24.15999984741211,196231600.0,22.36712074279785,AAPL
2016-02-17,24.552499771118164,24.037500381469727,24.167499542236328,24.530000686645508,179452800.0,22.709665298461914,AAPL
2016-02-18,24.72249984741211,24.022499084472656,24.709999084472656,24.065000534057617,156084000.0,22.2791690826416,AAPL
2016-02-19,24.190000534057617,23.950000762939453,24.0,24.010000228881836,141496800.0,22.228252410888672,AAPL
2016-02-22,24.225000381469727,23.979999542236328,24.077499389648438,24.219999313354492,137123200.0,22.422664642333984,AAPL
2016-02-23,24.125,23.637500762939453,24.100000381469727,23.672500610351562,127770400.0,21.915796279907227,AAPL
2016-02-24,24.094999313354492,23.329999923706055,23.4950008392334,24.024999618530273,145022800.0,22.242137908935547,AAPL
2016-02-25,24.190000534057617,23.8125,24.012500762939453,24.190000534057617,110330800.0,22.394895553588867,AAPL
2016-02-26,24.5049991607666,24.145000457763672,24.299999237060547,24.227500915527344,115964400.0,22.429611206054688,AAPL
2016-02-29,24.5575008392334,24.162500381469727,24.21500015258789,24.172500610351562,140865200.0,22.378694534301758,AAPL
2016-03-01,25.1924991607666,24.354999542236328,24.412500381469727,25.13249969482422,201628400.0,23.2674503326416,AAPL
2016-03-02,25.22249984741211,24.90999984741211,25.127500534057617,25.1875,132678400.0,23.31837272644043,AAPL
2016-03-03,25.427499771118164,25.112499237060547,25.145000457763672,25.375,147822800.0,23.491954803466797,AAPL
2016-03-04,25.9375,25.342500686645508,25.592500686645508,25.752500534057617,184220400.0,23.841440200805664,AAPL
2016-03-07,25.707500457763672,25.239999771118164,25.59749984741211,25.467500686645508,143315600.0,23.577592849731445,AAPL
2016-03-08,25.440000534057617,25.100000381469727,25.19499969482422,25.25749969482422,126247600.0,23.3831729888916,AAPL
2016-03-09,25.395000457763672,25.0674991607666,25.327499389648438,25.280000686645508,108806800.0,23.40401268005371,AAPL
2016-03-10,25.559999465942383,25.037500381469727,25.352500915527344,25.292499542236328,134054400.0,23.415576934814453,AAPL
2016-03-11,25.56999969482422,25.375,25.559999465942383,25.565000534057617,109632800.0,23.6678524017334,AAPL
2016-03-14,25.727500915527344,25.44499969482422,25.477500915527344,25.6299991607666,100304400.0,23.728029251098633,AAPL
2016-03-15,26.295000076293945,25.962499618530273,25.989999771118164,26.145000457763672,160270800.0,24.204814910888672,AAPL
2016-03-16,26.577499389648438,26.147499084472656,26.15250015258789,26.49250030517578,153214000.0,24.526527404785156,AAPL
